,user_id,movie_id,rating,date
0,1,1,5,1997-09-22 22:02:38
1,1,2,3,1997-10-15 05:26:11
2,1,3,4,1997-11-03 07:42:40
3,1,4,3,1997-10-15 05:25:19
4,1,5,3,1998-03-13 01:15:12
5,1,6,5,1998-02-14 04:52:53
6,1,7,4,1997-09-24 03:26:01
7,1,8,1,1997-09-24 03:41:24
8,1,9,5,1997-11-03 07:52:21
9,1,10,3,1997-10-01 08:05:18
10,1,11,2,1997-09-24 03:37:42
11,1,12,5,1997-11-03 07:42:40
12,1,13,5,1997-09-24 03:30:05
13,1,14,5,1997-09-22 22:01:46
14,1,15,5,1997-09-24 03:26:48
15,1,16,5,1997-11-03 07:52:21
16,1,17,3,1997-09-24 03:53:18
17,1,18,4,1998-02-14 04:53:40
18,1,19,5,1997-09-24 03:25:15
19,1,21,1,1997-11-03 07:39:32
20,1,22,4,1997-09-24 03:40:04
21,1,23,4,1997-09-24 03:48:15
22,1,24,3,1997-09-24 03:28:33
23,1,25,4,1997-09-24 03:30:05
24,1,26,3,1997-09-24 03:40:42
25,1,27,2,1997-10-15 05:22:26
26,1,28,4,1997-09-24 03:36:13
27,1,29,1,1997-11-03 07:41:09
28,1,30,3,1997-11-03 07:35:15
29,1,31,3,1997-09-24 03:35:44
30,1,32,5,1998-03-01 06:15:09
31,1,34,2,1997-11-03 07:41:09
32,1,35,1,1997-11-03 07:33:40
33,1,36,2,1997-09-24 03:53:00
34,1,37,2,1997-11-03 07:43:50
35,1,38,3,1997-11-03 07:44:35
36,1,39,4,1997-09-24 03:36:13
37,1,40,3,1997-10-15 05:27:10
38,1,41,2,1997-10-15 05:20:18
39,1,42,5,1997-10-15 05:13:45
40,1,43,4,1997-11-03 07:41:09
41,1,44,5,1997-11-03 07:52:21
42,1,45,5,1997-09-26 02:41:27
43,1,46,4,1997-10-15 05:27:10
44,1,47,4,1997-09-24 03:35:25
45,1,48,5,1997-09-24 03:42:00
46,1,49,3,1997-11-03 07:34:38
47,1,50,5,1997-09-22 22:05:54
48,1,51,4,1997-11-03 07:47:55
49,1,52,4,1997-09-24 03:36:45
50,1,53,3,1997-10-15 05:26:46
51,1,54,3,1997-11-03 07:48:28
52,1,55,5,1997-09-24 03:44:48
53,1,56,4,1997-09-24 03:45:16
54,1,57,5,1997-11-03 07:34:19
55,1,58,4,1997-11-03 07:42:40
56,1,59,5,1997-10-15 05:20:17
57,1,60,5,1997-09-24 03:39:30
58,1,62,3,1997-11-03 07:31:22
59,1,63,2,1997-11-03 07:46:36
60,1,64,5,1997-09-24 03:40:04
61,1,65,4,1997-09-24 03:35:25
62,1,66,4,1997-11-03 07:43:50
63,1,67,3,1997-10-15 05:24:14
64,1,68,4,1997-09-24 03:44:48
65,1,69,3,1997-09-24 03:37:42
66,1,70,3,1997-09-24 03:48:15
67,1,71,3,1997-10-15 05:13:45
68,1,72,4,1997-11-03 07:37:58
69,1,73,3,1997-10-15 05:19:34
70,1,74,1,1998-03-13 01:15:36
71,1,75,4,1997-11-03 07:47:18
72,1,76,4,1997-11-03 07:46:16
73,1,77,4,1997-10-15 05:26:45
74,1,78,1,1997-11-03 07:46:16
75,1,79,4,1997-09-24 03:47:45
76,1,80,4,1997-10-15 05:23:28
77,1,81,5,1997-09-24 03:47:45
78,1,82,5,1997-11-03 07:36:29
79,1,83,3,1997-09-24 03:39:30
80,1,84,4,1997-09-24 03:48:43
81,1,85,3,1997-09-24 03:53:00
82,1,86,5,1997-11-03 07:52:21
83,1,87,5,1997-11-03 07:52:21
84,1,88,4,1997-11-03 07:39:51
85,1,89,5,1997-09-24 03:41:24
86,1,90,4,1997-11-03 07:31:40
87,1,91,5,1997-10-15 05:17:16
88,1,92,3,1997-10-15 05:13:45
89,1,93,5,1997-09-24 03:24:44
90,1,94,2,1997-09-24 03:49:16
91,1,95,4,1997-09-24 03:38:23
92,1,96,5,1997-09-24 03:45:16
93,1,97,3,1997-09-24 03:52:08
94,1,98,4,1997-09-24 03:40:04
95,1,99,3,1997-09-24 03:42:27
96,1,100,5,1997-11-03 07:52:21
97,1,101,2,1997-11-03 07:40:45
98,1,102,2,1998-03-13 01:15:36
99,1,103,1,1997-11-03 07:40:45
100,1,104,1,1997-09-26 02:40:19
101,1,105,2,1997-09-26 02:25:39
102,1,106,4,1997-09-26 02:36:30
103,1,107,4,1997-09-26 02:40:19
104,1,108,5,1997-09-26 02:28:40
105,1,109,5,1997-09-22 22:02:19
106,1,110,1,1997-11-03 07:40:45
107,1,111,5,1998-03-13 01:15:11
108,1,112,1,1997-11-03 07:34:01
109,1,113,5,1997-11-03 07:38:58
110,1,114,5,1997-09-24 03:36:13
111,1,115,5,1997-11-03 07:20:37
112,1,116,3,1997-11-03 07:42:40
113,1,118,3,1997-09-24 03:32:07
114,1,119,5,1997-10-15 05:24:58
115,1,120,1,1997-09-26 02:40:37
116,1,121,4,1997-09-24 03:30:23
117,1,122,3,1997-09-26 02:38:18
118,1,123,4,1997-09-24 03:25:41
119,1,124,5,1997-09-24 03:24:44
120,1,125,3,1997-11-03 07:42:40
121,1,126,2,1997-09-24 03:28:33
122,1,127,5,1997-09-22 22:01:46
123,1,128,4,1997-09-24 03:42:53
124,1,129,5,1998-02-14 04:51:48
125,1,130,3,1997-09-24 03:33:22
126,1,131,1,1997-11-03 07:35:52
127,1,132,4,1997-11-03 07:41:29
128,1,133,4,1997-10-15 05:20:18
129,1,134,4,1997-09-24 03:51:07
130,1,135,4,1997-09-24 03:40:04
131,1,136,3,1997-10-15 05:26:46
132,1,137,5,1997-09-24 03:25:41
133,1,138,1,1997-11-03 07:43:26
134,1,139,3,1997-11-03 07:46:56
135,1,140,1,1997-11-03 07:45:33
136,1,141,3,1997-11-03 07:36:48
137,1,142,2,1997-11-03 07:47:18
138,1,143,1,1997-09-24 03:43:51
139,1,144,4,1997-09-24 03:53:00
140,1,145,2,1997-09-24 03:51:07
141,1,146,4,1997-09-24 03:26:01
142,1,147,3,1997-09-26 02:29:53
143,1,148,2,1997-09-26 02:26:39
144,1,149,2,1997-11-03 07:39:51
145,1,150,5,1997-10-15 05:09:56
146,1,151,4,1997-09-24 03:47:45
147,1,152,5,1997-11-03 07:36:29
148,1,153,3,1997-10-15 05:27:10
149,1,154,5,1997-11-03 07:52:21
150,1,156,4,1997-09-22 21:59:16
151,1,157,4,1997-10-15 05:21:58
152,1,158,3,1997-11-03 07:38:19
153,1,159,3,1997-09-24 03:53:00
154,1,161,4,1997-09-24 03:38:23
155,1,162,4,1997-11-03 07:33:40
156,1,163,4,1997-09-24 03:40:42
157,1,164,3,1997-10-15 05:26:11
158,1,165,5,1997-09-22 21:58:38
159,1,166,5,1997-09-22 22:01:17
160,1,167,2,1997-11-03 07:33:03
161,1,168,5,1997-09-22 21:57:58
162,1,169,5,1997-11-03 07:52:21
163,1,170,5,1997-10-15 05:20:56
164,1,172,5,1997-09-22 21:57:58
165,1,173,5,1997-11-03 07:23:23
166,1,174,5,1997-09-24 03:53:18
167,1,175,5,1997-09-24 03:42:27
168,1,176,5,1997-10-15 05:14:28
169,1,177,5,1997-10-15 05:18:21
170,1,178,5,1997-11-03 07:52:21
171,1,179,3,1997-09-24 03:39:30
172,1,180,3,1997-09-24 03:42:53
173,1,181,5,1997-09-22 22:02:19
174,1,182,4,1997-09-24 03:42:00
175,1,183,5,1997-09-24 03:37:42
176,1,184,4,1997-09-24 03:49:16
177,1,185,4,1997-09-24 03:43:51
178,1,186,4,1997-09-24 03:52:08
179,1,187,4,1997-09-22 22:01:18
180,1,188,3,1997-09-24 03:52:08
181,1,190,5,1997-09-24 03:35:25
182,1,191,5,1997-09-24 03:49:16
183,1,192,4,1997-09-24 03:42:27
184,1,193,4,1997-10-15 05:17:34
185,1,194,4,1997-10-15 05:19:03
186,1,195,5,1997-10-15 05:20:55
187,1,196,5,1997-09-22 22:01:17
188,1,197,5,1997-09-24 03:49:16
189,1,198,5,1997-11-03 07:38:37
190,1,199,4,1997-09-24 03:37:42
191,1,200,3,1997-10-15 05:24:58
192,1,201,3,1997-11-03 07:42:40
193,1,203,4,1997-11-03 07:30:31
194,1,204,5,1997-09-24 03:44:48
195,1,205,3,1997-11-03 07:41:49
196,1,206,4,1997-10-15 05:26:45
197,1,207,5,1997-09-24 03:51:07
198,1,208,5,1997-11-03 07:42:40
199,1,209,4,1998-03-01 06:15:08
200,1,210,4,1997-11-03 07:41:49
201,1,211,3,1997-11-03 07:26:10
202,1,212,4,1997-09-24 03:48:15
203,1,213,2,1997-10-15 05:21:36
204,1,214,4,1997-09-24 03:42:00
205,1,215,3,1997-10-15 05:25:45
206,1,216,5,1997-10-15 05:18:21
207,1,217,3,1997-10-15 05:17:56
208,1,218,3,1997-10-15 05:20:56
209,1,219,1,1997-11-03 07:32:07
210,1,220,3,1997-09-26 02:36:30
211,1,221,5,1998-02-14 04:52:01
212,1,222,4,1997-11-07 03:29:48
213,1,223,5,1997-10-15 05:21:58
214,1,224,5,1997-09-24 03:24:44
215,1,225,2,1997-11-03 07:38:58
216,1,226,3,1997-11-03 07:46:16
217,1,227,4,1997-10-15 05:22:26
218,1,228,5,1997-11-03 07:52:21
219,1,229,4,1997-11-03 07:27:55
220,1,230,4,1997-11-03 07:33:40
221,1,231,1,1997-10-15 05:23:51
222,1,232,3,1997-11-03 07:46:36
223,1,233,2,1997-11-03 07:35:52
224,1,234,4,1997-10-15 05:12:35
225,1,235,5,1997-09-24 03:26:29
226,1,236,4,1997-09-24 03:31:38
227,1,237,2,1997-09-24 03:29:09
228,1,238,4,1997-09-24 03:37:15
229,1,239,4,1997-11-03 07:40:45
230,1,240,3,1997-09-24 03:31:38
231,1,241,4,1997-11-03 07:45:33
232,1,242,5,1998-03-13 01:13:53
233,1,243,1,1997-09-26 02:36:30
234,1,244,2,1998-02-14 04:52:53
235,1,245,2,1997-09-24 03:28:33
236,1,246,5,1997-09-22 22:05:05
237,1,247,1,1997-09-26 02:40:19
238,1,248,4,1997-09-22 22:05:54
239,1,249,4,1997-09-22 22:06:10
240,1,250,4,1997-09-22 22:01:46
241,1,251,4,1997-09-24 03:30:43
242,1,252,2,1997-09-26 02:24:37
243,1,253,5,1997-09-22 22:06:10
244,1,254,1,1997-11-03 07:16:32
245,1,255,2,1998-01-21 01:23:42
246,1,256,4,1998-03-13 01:15:12
247,1,257,4,1997-09-22 22:05:54
248,1,258,5,1997-11-07 03:29:49
249,1,259,1,1997-10-01 08:02:59
250,1,260,1,1997-09-24 03:28:33
251,1,261,1,1997-10-01 08:03:12
252,1,262,3,1997-09-24 03:23:41
253,1,263,1,1997-10-01 08:03:27
254,1,264,2,1997-09-24 03:28:33
255,1,266,1,1998-01-21 01:22:08
256,1,267,4,1997-10-01 08:02:35
257,1,268,5,1997-10-01 08:02:07
258,1,269,5,1997-10-22 01:07:07
259,1,270,5,1998-03-01 06:13:47
260,1,271,2,1998-02-14 04:47:52
261,1,272,3,1998-02-14 04:47:27
262,2,1,4,1998-02-27 03:41:11
263,2,10,2,1998-02-27 03:57:33
264,2,14,4,1998-02-27 03:57:33
265,2,19,3,1998-02-27 03:41:11
266,2,25,4,1998-02-27 03:54:08
267,2,100,5,1998-02-27 04:01:24
268,2,111,4,1998-02-27 03:57:33
269,2,127,5,1998-02-27 04:01:24
270,2,237,4,1998-02-27 04:00:17
